homevisitor,stat,value
V,team-id,wis-river-falls
H,team-id,macalester
V,R,2
V,H,3
V,E,1
V,innings,"[""0"", ""0"", ""2"", ""0"", ""0"", ""0"", ""0""]"
H,R,1
H,H,4
H,E,3
H,innings,"[""0"", ""1"", ""0"", ""0"", ""0"", ""0"", ""0""]"
