homevisitor,stat,value
V,team-id,augsburg
H,team-id,macalester
V,R,5
V,H,11
V,E,1
V,innings,"[""0"", ""0"", ""0"", ""2"", ""1"", ""0"", ""0"", ""0"", ""0"", ""0"", ""1"", ""0"", ""1""]"
H,R,4
H,H,8
H,E,4
H,innings,"[""2"", ""1"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""1"", ""0"", ""0""]"
