homevisitor,stat,value
V,team-id,st-benedict
H,team-id,macalester
V,R,4
V,H,9
V,E,0
V,innings,"[""1"", ""0"", ""2"", ""0"", ""0"", ""1"", ""0""]"
H,R,0
H,H,1
H,E,2
H,innings,"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"
