homevisitor,stat,value
V,team-id,allegheny
H,team-id,macalester
V,R,5
V,H,11
V,E,1
V,innings,"[""0"", ""3"", ""0"", ""0"", ""1"", ""0"", ""1""]"
H,R,6
H,H,6
H,E,4
H,innings,"[""0"", ""0"", ""2"", ""0"", ""1"", ""3""]"
