homevisitor,stat,value
V,team-id,northwestern-stpaul
H,team-id,macalester
V,R,1
V,H,5
V,E,2
V,innings,"[""1"", ""0"", ""0"", ""0"", ""0"", ""0""]"
H,R,11
H,H,10
H,E,1
H,innings,"[""0"", ""0"", ""0"", ""4"", ""4"", ""3""]"
