homevisitor,stat,value
V,team-id,st-benedict
H,team-id,macalester
V,R,8
V,H,16
V,E,5
V,innings,"[""3"", ""0"", ""3"", ""2"", ""0"", ""0"", ""0""]"
H,R,4
H,H,4
H,E,1
H,innings,"[""0"", ""0"", ""0"", ""4"", ""0"", ""0"", ""0""]"
