player-id,game-id,lineup-pos,start,pos,ab,r,h,rbi,bb,so,2b,3b,hr,sb,cs,sh,sf,hbp,po,a,e,pb,p-ip,p-h,p-r,p-er,p-bb,p-so,p-ab,p-bf,p-wp,p-hbp,p-bk,p-w,p-l,p-s
barrl001,200404151macalester,4,True,1b,3,0,1,0,0,0,1,,,,,,,,5,0,,,,,,,,,,,,,,,,
barrl001,200404152macalester,4,True,c,3,0,2,0,0,0,1,,,,,,,,9,0,,2,,,,,,,,,,,,,,
