player-id,game-id,lineup-pos,start,pos,ab,r,h,rbi,bb,so,2b,3b,hr,sb,cs,sh,sf,hbp,po,a,e,pb,p-ip,p-h,p-r,p-er,p-bb,p-so,p-ab,p-bf,p-wp,p-hbp,p-w,p-l,p-s
zillm001,200104211macalester,5,True,ss,3,1,1,2,0,1,1,,,,,,,,0,0,1,,,,,,,,,,,,,,
zillm001,200104212macalester,4,True,ss,3,0,1,1,1,0,,,,1,,,,,1,2,,,,,,,,,,,,,,,
