player-id,game-id,lineup-pos,start,pos,ab,r,h,rbi,bb,so,2b,3b,hr,sb,cs,sh,sf,hbp,po,a,e,pb,p-ip,p-h,p-r,p-er,p-bb,p-so,p-ab,p-bf,p-wp,p-hbp,p-bk,p-w,p-l,p-s
flat-001,200304260concordia-m'head,5,True,rf,3,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
flat-001,200304260concordia-m'head,5,True,rf,2,2,2,1,1,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
