player-id,game-id,lineup-pos,start,pos,ab,r,h,rbi,bb,so,2b,3b,hr,sb,cs,sh,sf,hbp,po,a,e,pb,p-ip,p-h,p-r,p-er,p-bb,p-so,p-ab,p-bf,p-wp,p-hbp,p-bk,p-w,p-l,p-s
oatmk001,200404231macalester,8,False,c,2,1,1,1,0,0,,,,,,,,,3,1,1,,,,,,,,,,,,,,,
oatmk001,200404232macalester,4,False,c,1,0,0,0,0,1,,,,,,,,,4,0,,,,,,,,,,,,,,,,
