player-id,game-id,lineup-pos,start,pos,ab,r,h,rbi,bb,so,2b,3b,hr,sb,cs,sh,sf,hbp,po,a,e,pb,p-ip,p-h,p-r,p-er,p-bb,p-so,p-ab,p-bf,p-wp,p-hbp,p-w,p-l,p-s
stenr001,200104101macalester,4,False,ss,2,0,0,0,0,0,,,,,,,,,1,1,1,,,,,,,,,,,,,,
stenr001,200104102macalester,2,False,2b,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,
