player-id,game-id,lineup-pos,start,pos,ab,r,h,rbi,bb,so,2b,3b,hr,sb,cs,sh,sf,hbp,po,a,e,pb,p-ip,p-h,p-r,p-er,p-bb,p-so,p-ab,p-bf,p-wp,p-hbp,p-bk,p-w,p-l,p-s
smit-001,200205012saint-marys-mn,4,False,p,1,0,0,0,0,0,,,,,,,,,0,1,1,,3.0,4,2,0,1,1,14,15,,,,,,
smit-001,200205011saint-marys-mn,4,False,p,2,0,0,0,0,0,,,,,,,,,0,1,,,3.0,2,0,0,0,2,12,12,,,,,,
