player-id,game-id,lineup-pos,start,pos,ab,r,h,rbi,bb,so,2b,3b,hr,sb,cs,sh,sf,hbp,po,a,e,pb,p-ip,p-h,p-r,p-er,p-bb,p-so,p-ab,p-bf,p-wp,p-hbp,p-w,p-l,p-s
hovd-001,200205012saint-marys-mn,6,True,1b,3,0,2,2,0,0,1,,,,,,,,10,1,,,,,,,,,,,,,,,
hovd-001,200205011saint-marys-mn,6,True,1b,3,1,0,0,1,0,,,,,,,,,6,2,,,,,,,,,,,,,,,
