homevisitor,stat,value
V,team-id,concordia-m'head
H,team-id,macalester
V,R,4
V,H,7
V,E,1
V,innings,"[""0"", ""0"", ""3"", ""1"", ""0"", ""0"", ""0""]"
H,R,2
H,H,9
H,E,3
H,innings,"[""1"", ""0"", ""1"", ""0"", ""0"", ""0"", ""0""]"
