homevisitor,stat,value
V,team-id,neb-wesleyan
H,team-id,macalester
V,R,14
V,H,10
V,E,4
V,innings,"[""0"", ""0"", ""4"", ""2"", ""0"", ""2"", ""2"", ""1"", ""3""]"
H,R,12
H,H,16
H,E,9
H,innings,"[""3"", ""0"", ""4"", ""0"", ""0"", ""3"", ""0"", ""1"", ""1""]"
