homevisitor,stat,value
V,team-id,hamline
H,team-id,macalester
V,R,3
V,H,5
V,E,0
V,innings,"[""0"", ""1"", ""2"", ""0"", ""0"", ""0"", ""0""]"
H,R,0
H,H,7
H,E,4
H,innings,"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"
