homevisitor,stat,value
V,team-id,augsburg
H,team-id,macalester
V,R,0
V,H,5
V,E,0
V,innings,"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"
H,R,2
H,H,1
H,E,2
H,innings,"[""0"", ""0"", ""1"", ""0"", ""0"", ""1""]"
