homevisitor,stat,value
V,team-id,saint-marys-mn
H,team-id,macalester
V,R,21
V,H,18
V,E,0
V,innings,"[""3"", ""14"", ""4"", ""0"", ""0""]"
H,R,3
H,H,2
H,E,2
H,innings,"[""3"", ""0"", ""0"", ""0"", ""0""]"
