homevisitor,stat,value
V,team-id,st-benedict
H,team-id,macalester
V,R,13
V,H,13
V,E,3
V,innings,"[""2"", ""0"", ""0"", ""1"", ""0"", ""6"", ""4""]"
H,R,2
H,H,4
H,E,3
H,innings,"[""1"", ""0"", ""0"", ""0"", ""1"", ""0"", ""0""]"
