player-id,game-id,lineup-pos,start,pos,ab,r,h,rbi,bb,so,2b,3b,hr,sb,cs,sh,sf,hbp,po,a,e,pb,p-ip,p-h,p-r,p-er,p-bb,p-so,p-ab,p-bf,p-wp,p-hbp,p-w,p-l,p-s
brooa001,200203111wis-river-falls,8,True,p,2,0,0,0,0,0,,,,,,,,,1,3,1,,7.0,4,1,1,1,4,25,26,,,1-0,,
