player-id,game-id,lineup-pos,start,pos,ab,r,h,rbi,bb,so,2b,3b,hr,sb,cs,sh,sf,hbp,po,a,e,pb,p-ip,p-h,p-r,p-er,p-bb,p-so,p-ab,p-bf,p-wp,p-hbp,p-w,p-l,p-s
lars-001,200204131macalester,8,True,3b,3,0,0,0,0,2,,,,,,,,,2,7,,,,,,,,,,,,,,,
lars-001,200204132macalester,8,True,3b,3,1,1,1,0,0,,,,,,,,,1,3,,,,,,,,,,,,,,,
