player-id,game-id,lineup-pos,start,pos,ab,r,h,rbi,bb,so,2b,3b,hr,sb,cs,sh,sf,hbp,po,a,e,pb,p-ip,p-h,p-r,p-er,p-bb,p-so,p-ab,p-bf,p-wp,p-hbp,p-w,p-l,p-s
miri-001,200104172st-catherine,2,False,ph,1,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,
miri-001,200103061macalester,8,False,lf,2,0,1,0,0,1,,,,,,,,,0,0,,,,,,,,,,,,,,,
