player-id,game-id,lineup-pos,start,pos,ab,r,h,rbi,bb,so,2b,3b,hr,sb,cs,sh,sf,hbp,po,a,e,pb,p-ip,p-h,p-r,p-er,p-bb,p-so,p-ab,p-bf,p-wp,p-hbp,p-w,p-l,p-s
payed001,200203230macalester,4,True,1b,2,2,2,0,2,0,1,,,,,,,,2,0,,,,,,,,,,,,,,,
payed001,200203240simon-fraser,4,True,1b,3,2,1,1,0,0,,,1,,,,,,3,0,,,,,,,,,,,,,,,
