homevisitor,stat,value
V,team-id,la-verne
H,team-id,macalester
V,R,14
V,H,15
V,E,1
H,R,0
H,H,3
H,E,5
V,innings,"[""2"", ""1"", ""5"", ""4"", ""2""]"
H,innings,"[""0"", ""0"", ""0"", ""0""]"
