homevisitor,stat,value
V,team-id,williams
H,team-id,macalester
V,R,12
V,H,14
V,E,0
H,R,2
H,H,7
H,E,3
V,innings,"[""0"", ""0"", ""6"", ""2"", ""0"", ""4""]"
H,innings,"[""0"", ""0"", ""0"", ""2"", ""0"", ""0""]"
