homevisitor,stat,value
V,team-id,hamline
H,team-id,macalester
V,R,11
V,H,13
V,E,2
V,innings,"[""1"", ""3"", ""0"", ""7"", ""0""]"
H,R,2
H,H,4
H,E,3
H,innings,"[""1"", ""0"", ""0"", ""1"", ""0""]"
