homevisitor,stat,value
V,team-id,st-thomas-mn
H,team-id,macalester
V,R,21
V,H,19
V,E,2
V,innings,0
V,inning-score,
H,R,4
H,H,4
H,E,4
H,innings,6
H,inning-score,000400
