player-id,game-id,lineup-pos,start,pos,ab,r,h,rbi,bb,so,2b,3b,hr,sb,cs,sh,sf,hbp,po,a,e,pb,p-ip,p-h,p-r,p-er,p-bb,p-so,p-ab,p-bf,p-wp,p-hbp,p-w,p-l,p-s
ekho-001,200104241augsburg,3,True,p,3,1,3,2,0,0,,,,,,,,,0,1,,,7.0,2,0,0,1,9,24,26,,1,10-9,,
ekho-001,200104242augsburg,3,True,p,1,2,1,0,1,0,,,,,,,,1,1,4,,,7.0,6,1,1,0,3,25,26,,,11-9,,
